Topic,Company,Problem Name,Difficulty,Link,Video,Code
array,microsoft,Find First and Last Position of Element in Sorted Array,M 1.44,https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array,t,h
array,microsoft,Search in Rotated Sorted Array,M 1.44,https://leetcode.com/problems/search-in-rotated-sorted-array,https://www.youtube.com/watch?v=U8XENwh8Oy8,https://github.com/neetcode-gh/leetcode/blob/main/python/0033-search-in-rotated-sorted-array.py
array,microsoft,Task Scheduler,M 1.40,https://leetcode.com/problems/task-scheduler,https://www.youtube.com/watch?v=s8p8ukTyA2I,https://github.com/neetcode-gh/leetcode/blob/main/python/0621-task-scheduler.py
array,microsoft,Product of Array Except Self,M 1.36,https://leetcode.com/problems/product-of-array-except-self,https://www.youtube.com/watch?v=bNvIQI2wAjk,https://github.com/neetcode-gh/leetcode/blob/main/python/0238-product-of-array-except-self.py
array,microsoft,Word Break,M 1.33,https://leetcode.com/problems/word-break,https://www.youtube.com/watch?v=Sx9NNgInc3A,https://github.com/neetcode-gh/leetcode/blob/main/python/0139-word-break.py
array,microsoft,Coin Change,M 1.12,https://leetcode.com/problems/coin-change,https://www.youtube.com/watch?v=H9bfqozjoqs,https://github.com/neetcode-gh/leetcode/blob/main/python/0322-coin-change.py
array,microsoft,Longest Increasing Subsequence,M 0.99,https://leetcode.com/problems/longest-increasing-subsequence,https://www.youtube.com/watch?v=cjWnW0hdF1Y,https://github.com/neetcode-gh/leetcode/blob/main/python/0300-longest-increasing-subsequence.py
array,microsoft,Subsets,M 0.95,https://leetcode.com/problems/subsets,https://www.youtube.com/watch?v=Vn2v6ajA7U0,https://github.com/neetcode-gh/leetcode/blob/main/python/0078-subsets.py
array,microsoft,Daily Temperatures,M 0.95,https://leetcode.com/problems/daily-temperatures,https://www.youtube.com/watch?v=cTBiBSnjO3c,https://github.com/neetcode-gh/leetcode/blob/main/python/0739-daily-temperatures.py
array,microsoft,Best Time to Buy and Sell Stock II,M 0.92,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-ii,t,h
array,microsoft,Bus Routes,H 0.86,https://leetcode.com/problems/bus-routes,,
array,microsoft,Accounts Merge,M 0.86,https://leetcode.com/problems/accounts-merge,https://www.youtube.com/watch?v=6st4IxEF-90,https://github.com/neetcode-gh/leetcode/blob/main/python/0721-accounts-merge.py
array,microsoft,Sort Colors,M 0.86,https://leetcode.com/problems/sort-colors,https://www.youtube.com/watch?v=4xbWSRZHqac,https://github.com/neetcode-gh/leetcode/blob/main/python/0075-sort-colors.py
array,microsoft,First Missing Positive,H 0.84,https://leetcode.com/problems/first-missing-positive,https://www.youtube.com/watch?v=8g78yfzMlao,https://github.com/neetcode-gh/leetcode/blob/main/python/0041-first-missing-positive.py
array,microsoft,Largest Rectangle in Histogram,H 0.84,https://leetcode.com/problems/largest-rectangle-in-histogram,https://www.youtube.com/watch?v=zx5Sw9130L0,https://github.com/neetcode-gh/leetcode/blob/main/python/0084-largest-rectangle-in-histogram.py
array,microsoft,Rotate Array,M 0.84,https://leetcode.com/problems/rotate-array,https://www.youtube.com/watch?v=BHr381Guz3Y,https://github.com/neetcode-gh/leetcode/blob/main/python/0189-rotate-array.py
array,microsoft,Largest Number,M 0.82,https://leetcode.com/problems/largest-number,https://www.youtube.com/watch?v=WDx6Y4i4xJ8,https://github.com/neetcode-gh/leetcode/blob/main/python/0179-largest-number.py
array,microsoft,Making A Large Island,H 0.77,https://leetcode.com/problems/making-a-large-island,,
array,microsoft,Design Tic-Tac-Toe,M 0.77,https://leetcode.com/problems/design-tic-tac-toe,,
array,microsoft,Combination Sum,M 0.75,https://leetcode.com/problems/combination-sum,https://www.youtube.com/watch?v=GBKI9VSKdGg,https://github.com/neetcode-gh/leetcode/blob/main/python/0039-combination-sum.py
array,microsoft,Alien Dictionary,H 0.73,https://leetcode.com/problems/alien-dictionary,https://www.youtube.com/watch?v=OVgPAJIyX6o,https://github.com/neetcode-gh/leetcode/blob/main/python/0269-alien-dictionary.py
array,microsoft,Word Search II,H 0.71,https://leetcode.com/problems/word-search-ii,https://www.youtube.com/watch?v=asbcE9mZz_U,https://github.com/neetcode-gh/leetcode/blob/main/python/0212-word-search-ii.py
array,microsoft,Jump Game II,M 0.69,https://leetcode.com/problems/jump-game-ii,https://www.youtube.com/watch?v=dJ7sWiOoK7g,https://github.com/neetcode-gh/leetcode/blob/main/python/0045-jump-game-ii.py
array,microsoft,Maximum Product Subarray,M 0.69,https://leetcode.com/problems/maximum-product-subarray,https://www.youtube.com/watch?v=lXVy6YWFcRM,https://github.com/neetcode-gh/leetcode/blob/main/python/0152-maximum-product-subarray.py
array,microsoft,Asteroid Collision,M 0.67,https://leetcode.com/problems/asteroid-collision,https://www.youtube.com/watch?v=LN7KjRszjk4,https://github.com/neetcode-gh/leetcode/blob/main/python/0735-asteroid-collision.py
array,microsoft,Valid Sudoku,M 0.67,https://leetcode.com/problems/valid-sudoku,https://www.youtube.com/watch?v=TjFXEUCMqI8,https://github.com/neetcode-gh/leetcode/blob/main/python/0036-valid-sudoku.py
array,microsoft,Design Hit Counter,M 0.65,https://leetcode.com/problems/design-hit-counter,,
array,microsoft,Permutations,M 0.64,https://leetcode.com/problems/permutations,https://www.youtube.com/watch?v=s7AvT7cGdSo,https://github.com/neetcode-gh/leetcode/blob/main/python/0046-permutations.py
array,microsoft,4Sum,M 0.64,https://leetcode.com/problems/4sum,https://www.youtube.com/watch?v=EYeR-_1NRlQ,https://github.com/neetcode-gh/leetcode/blob/main/python/0018-4sum.py
array,microsoft,Candy,H 0.60,https://leetcode.com/problems/candy,,
array,microsoft,Max Area of Island,M 0.58,https://leetcode.com/problems/max-area-of-island,https://www.youtube.com/watch?v=iJGr1OtmH0c,https://github.com/neetcode-gh/leetcode/blob/main/python/0695-max-area-of-island.py
array,microsoft,Find Minimum in Rotated Sorted Array,M 0.56,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array,https://www.youtube.com/watch?v=nIVW4P8b1VA,https://github.com/neetcode-gh/leetcode/blob/main/python/0153-find-minimum-in-rotated-sorted-array.py
array,microsoft,Search a 2D Matrix,M 0.52,https://leetcode.com/problems/search-a-2d-matrix,https://www.youtube.com/watch?v=Ber2pi2C0j0,https://github.com/neetcode-gh/leetcode/blob/main/python/0074-search-a-2d-matrix.py
array,microsoft,Minimum Path Sum,M 0.50,https://leetcode.com/problems/minimum-path-sum,https://www.youtube.com/watch?v=pGMsrvt0fpk,https://github.com/neetcode-gh/leetcode/blob/main/python/0064-minimum-path-sum.py
array,microsoft,Set Matrix Zeroes,M 0.50,https://leetcode.com/problems/set-matrix-zeroes,https://www.youtube.com/watch?v=T41rL0L3Pnw,https://github.com/neetcode-gh/leetcode/blob/main/python/0073-set-matrix-zeroes.py
array,microsoft,House Robber II,M 0.49,https://leetcode.com/problems/house-robber-ii,https://www.youtube.com/watch?v=73r3KWiEvyk,https://github.com/neetcode-gh/leetcode/blob/main/python/0213-house-robber-ii.py
array,microsoft,3Sum Closest,M 0.49,https://leetcode.com/problems/3sum-closest,,
array,microsoft,Target Sum,M 0.49,https://leetcode.com/problems/target-sum,https://www.youtube.com/watch?v=g0npyaQtAQM,https://github.com/neetcode-gh/leetcode/blob/main/python/0494-target-sum.py
array,microsoft,Partition Equal Subset Sum,M 0.47,https://leetcode.com/problems/partition-equal-subset-sum,https://www.youtube.com/watch?v=IsvocB5BJhw,https://github.com/neetcode-gh/leetcode/blob/main/python/0416-partition-equal-subset-sum.py
array,microsoft,Maximal Square,M 0.47,https://leetcode.com/problems/maximal-square,https://www.youtube.com/watch?v=6X7Ha2PrDmM,https://github.com/neetcode-gh/leetcode/blob/main/python/0221-maximal-square.py
array,microsoft,Sudoku Solver,H 0.45,https://leetcode.com/problems/sudoku-solver,,
array,microsoft,Evaluate Reverse Polish Notation,M 0.43,https://leetcode.com/problems/evaluate-reverse-polish-notation,https://www.youtube.com/watch?v=iu0082c4HDE,https://github.com/neetcode-gh/leetcode/blob/main/python/0150-evaluate-reverse-polish-notation.py
array,microsoft,Smallest Range Covering Elements from K Lists,H 0.41,https://leetcode.com/problems/smallest-range-covering-elements-from-k-lists,,
array,microsoft,Frequency of the Most Frequent Element,M 0.37,https://leetcode.com/problems/frequency-of-the-most-frequent-element,https://www.youtube.com/watch?v=vgBrQ0NM5vE,https://github.com/neetcode-gh/leetcode/blob/main/python/1838-frequency-of-the-most-frequent-element.py
array,microsoft,N-Queens,H 0.37,https://leetcode.com/problems/n-queens,https://www.youtube.com/watch?v=Ph95IHmRp5M,https://github.com/neetcode-gh/leetcode/blob/main/python/0051-n-queens.py
array,microsoft,Russian Doll Envelopes,H 0.36,https://leetcode.com/problems/russian-doll-envelopes,,
array,microsoft,Two Sum II - Input Array Is Sorted,M 0.36,https://leetcode.com/problems/two-sum-ii-input-array-is-sorted,t,h
array,microsoft,Split Array Largest Sum,H 0.34,https://leetcode.com/problems/split-array-largest-sum,https://www.youtube.com/watch?v=YUF3_eBdzsk,https://github.com/neetcode-gh/leetcode/blob/main/python/0410-split-array-largest-sum.py
array,microsoft,H-Index,M 0.34,https://leetcode.com/problems/h-index,,
array,microsoft,Minimum Time Difference,M 0.34,https://leetcode.com/problems/minimum-time-difference,,
array,microsoft,Minimum Size Subarray Sum,M 0.32,https://leetcode.com/problems/minimum-size-subarray-sum,https://www.youtube.com/watch?v=aYqYMIqZx5s,https://github.com/neetcode-gh/leetcode/blob/main/python/0209-minimum-size-subarray-sum.py
array,microsoft,Shortest Distance from All Buildings,H 0.30,https://leetcode.com/problems/shortest-distance-from-all-buildings,,
array,microsoft,Delete and Earn,M 0.30,https://leetcode.com/problems/delete-and-earn,https://www.youtube.com/watch?v=7FCemBxvGw0,https://github.com/neetcode-gh/leetcode/blob/main/python/0740-delete-and-earn.py
array,microsoft,Next Greater Element II,M 0.28,https://leetcode.com/problems/next-greater-element-ii,,
array,microsoft,Reverse Pairs,H 0.28,https://leetcode.com/problems/reverse-pairs,,
array,microsoft,Construct Binary Tree from Preorder and Inorder Traversal,M 0.28,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal,https://www.youtube.com/watch?v=ihj4IQGZ2zc,https://github.com/neetcode-gh/leetcode/blob/main/python/0105-construct-binary-tree-from-preorder-and-inorder-traversal.py
array,microsoft,Find All Duplicates in an Array,M 0.28,https://leetcode.com/problems/find-all-duplicates-in-an-array,,
array,microsoft,Majority Element II,M 0.26,https://leetcode.com/problems/majority-element-ii,,
array,microsoft,Coin Change II,M 0.24,https://leetcode.com/problems/coin-change-ii,t,h
array,microsoft,Word Subsets,M 0.24,https://leetcode.com/problems/word-subsets,,
array,microsoft,Surrounded Regions,M 0.24,https://leetcode.com/problems/surrounded-regions,https://www.youtube.com/watch?v=9z2BunfoZ5Y,https://github.com/neetcode-gh/leetcode/blob/main/python/0130-surrounded-regions.py
array,microsoft,Maximal Rectangle,H 0.24,https://leetcode.com/problems/maximal-rectangle,,
array,microsoft,Subsets II,M 0.22,https://leetcode.com/problems/subsets-ii,https://www.youtube.com/watch?v=Vn2v6ajA7U0,https://github.com/neetcode-gh/leetcode/blob/main/python/0090-subsets-ii.py
array,microsoft,Sort an Array,M 0.22,https://leetcode.com/problems/sort-an-array,https://www.youtube.com/watch?v=MsYZSinhuFo,https://github.com/neetcode-gh/leetcode/blob/main/python/0912-sort-an-array.py
array,microsoft,Increasing Triplet Subsequence,M 0.21,https://leetcode.com/problems/increasing-triplet-subsequence,,
array,microsoft,Best Time to Buy and Sell Stock IV,H 0.21,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iv,,
array,microsoft,Best Time to Buy and Sell Stock III,H 0.21,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii,,
array,microsoft,Check If Array Pairs Are Divisible by k,M 0.21,https://leetcode.com/problems/check-if-array-pairs-are-divisible-by-k,,
array,microsoft,Subarrays with K Different Integers,H 0.19,https://leetcode.com/problems/subarrays-with-k-different-integers,,
array,microsoft,Maximum Number of Points with Cost,M 0.17,https://leetcode.com/problems/maximum-number-of-points-with-cost,,
array,microsoft,Longest Path With Different Adjacent Characters,H 0.17,https://leetcode.com/problems/longest-path-with-different-adjacent-characters,,
array,microsoft,Spiral Matrix III,M 0.17,https://leetcode.com/problems/spiral-matrix-iii,,
array,microsoft,Flip Columns For Maximum Number of Equal Rows,M 0.15,https://leetcode.com/problems/flip-columns-for-maximum-number-of-equal-rows,,
array,microsoft,Number of Ways to Split Array,M 0.15,https://leetcode.com/problems/number-of-ways-to-split-array,,
array,microsoft,Count Vowel Strings in Ranges,M 0.15,https://leetcode.com/problems/count-vowel-strings-in-ranges,,
array,microsoft,Find Missing Observations,M 0.13,https://leetcode.com/problems/find-missing-observations,,
array,microsoft,Design Memory Allocator,M 0.13,https://leetcode.com/problems/design-memory-allocator,,
array,microsoft,Max Chunks To Make Sorted,M 0.13,https://leetcode.com/problems/max-chunks-to-make-sorted,,
array,microsoft,Count Number of Maximum Bitwise-OR Subsets,M 0.11,https://leetcode.com/problems/count-number-of-maximum-bitwise-or-subsets,,
array,microsoft,Minimum Cost to Equalize Array,H 0.11,https://leetcode.com/problems/minimum-cost-to-equalize-array,,
array,microsoft,Jump Game III,M 0.09,https://leetcode.com/problems/jump-game-iii,,
array,microsoft,Spiral Matrix II,M 0.07,https://leetcode.com/problems/spiral-matrix-ii,,
array,microsoft,Construct Binary Tree from Inorder and Postorder Traversal,M 0.07,https://leetcode.com/problems/construct-binary-tree-from-inorder-and-postorder-traversal,https://www.youtube.com/watch?v=vm63HuIU7kw,https://github.com/neetcode-gh/leetcode/blob/main/python/0106-construct-binary-tree-from-inorder-and-postorder-traversal.py
array,microsoft,Replace Words,M 0.07,https://leetcode.com/problems/replace-words,,
array,microsoft,Minimum Moves to Equal Array Elements II,M 0.07,https://leetcode.com/problems/minimum-moves-to-equal-array-elements-ii,,
array,microsoft,Shortest Unsorted Continuous Subarray,M 0.07,https://leetcode.com/problems/shortest-unsorted-continuous-subarray,,
array,microsoft,Find if Array Can Be Sorted,M 0.07,https://leetcode.com/problems/find-if-array-can-be-sorted,,
array,microsoft,IPO,H 0.06,https://leetcode.com/problems/ipo,https://www.youtube.com/watch?v=1IUzNJ6TPEM,https://github.com/neetcode-gh/leetcode/blob/main/python/0502-ipo.py
array,microsoft,Encode and Decode Strings,M 0.06,https://leetcode.com/problems/encode-and-decode-strings,https://www.youtube.com/watch?v=B1k_sxOSgv8,https://github.com/neetcode-gh/leetcode/blob/main/python/0271-encode-and-decode-strings.py
array,microsoft,Largest Time for Given Digits,M 0.06,https://leetcode.com/problems/largest-time-for-given-digits,,
array,microsoft,Special Array II,M 0.04,https://leetcode.com/problems/special-array-ii,,
array,microsoft,Count Subarrays Where Max Element Appears at Least K Times,M 0.04,https://leetcode.com/problems/count-subarrays-where-max-element-appears-at-least-k-times,,
array,microsoft,Shortest Distance After Road Addition Queries I,M 0.04,https://leetcode.com/problems/shortest-distance-after-road-addition-queries-i,,
array,microsoft,Maximum Energy Boost From Two Drinks,M 0.04,https://leetcode.com/problems/maximum-energy-boost-from-two-drinks,,
array,microsoft,Count Days Without Meetings,M 0.04,https://leetcode.com/problems/count-days-without-meetings,,
