Topic,Company,Problem Name,Difficulty,Link,Video,Code
array,google,Minimized Maximum of Products Distributed to Any Store,M 0.17,https://leetcode.com/problems/minimized-maximum-of-products-distributed-to-any-store,,
array,google,XOR Queries of a Subarray,M 0.15,https://leetcode.com/problems/xor-queries-of-a-subarray,,
array,google,Sum of Subarray Minimums,M 0.15,https://leetcode.com/problems/sum-of-subarray-minimums,,
array,google,Find K Pairs with Smallest Sums,M 0.15,https://leetcode.com/problems/find-k-pairs-with-smallest-sums,,
array,google,Flip Columns For Maximum Number of Equal Rows,M 0.15,https://leetcode.com/problems/flip-columns-for-maximum-number-of-equal-rows,,
array,google,Number of Ways to Split Array,M 0.15,https://leetcode.com/problems/number-of-ways-to-split-array,,
array,google,Find All Possible Recipes from Given Supplies,M 0.15,https://leetcode.com/problems/find-all-possible-recipes-from-given-supplies,,
array,google,Furthest Building You Can Reach,M 0.15,https://leetcode.com/problems/furthest-building-you-can-reach,https://www.youtube.com/watch?v=zyTeznvXCtg,https://github.com/neetcode-gh/leetcode/blob/main/python/1642-furthest-building-you-can-reach.py
array,google,Minimum Limit of Balls in a Bag,M 0.15,https://leetcode.com/problems/minimum-limit-of-balls-in-a-bag,,
array,google,Snapshot Array,M 0.13,https://leetcode.com/problems/snapshot-array,,
array,google,Minimum Number of Days to Make m Bouquets,M 0.13,https://leetcode.com/problems/minimum-number-of-days-to-make-m-bouquets,,
array,google,Find the Safest Path in a Grid,M 0.13,https://leetcode.com/problems/find-the-safest-path-in-a-grid,,
array,google,Range Sum of Sorted Subarray Sums,M 0.13,https://leetcode.com/problems/range-sum-of-sorted-subarray-sums,,
array,google,Max Chunks To Make Sorted,M 0.13,https://leetcode.com/problems/max-chunks-to-make-sorted,,
array,google,Sliding Puzzle,H 0.13,https://leetcode.com/problems/sliding-puzzle,,
array,google,Minimum Increment to Make Array Unique,M 0.13,https://leetcode.com/problems/minimum-increment-to-make-array-unique,,
array,google,Minimum Number of Refueling Stops,H 0.13,https://leetcode.com/problems/minimum-number-of-refueling-stops,,
array,google,Divide Intervals Into Minimum Number of Groups,M 0.13,https://leetcode.com/problems/divide-intervals-into-minimum-number-of-groups,,
array,google,Parallel Courses III,H 0.11,https://leetcode.com/problems/parallel-courses-iii,,
array,google,Count Number of Maximum Bitwise-OR Subsets,M 0.11,https://leetcode.com/problems/count-number-of-maximum-bitwise-or-subsets,,
array,google,Stone Game II,M 0.11,https://leetcode.com/problems/stone-game-ii,,
array,google,Maximal Score After Applying K Operations,M 0.11,https://leetcode.com/problems/maximal-score-after-applying-k-operations,,
array,google,Design Circular Deque,M 0.11,https://leetcode.com/problems/design-circular-deque,,
array,google,Rearrange Array Elements by Sign,M 0.11,https://leetcode.com/problems/rearrange-array-elements-by-sign,,
array,google,Odd Even Jump,H 0.11,https://leetcode.com/problems/odd-even-jump,,
array,google,Find Score of an Array After Marking All Elements,M 0.11,https://leetcode.com/problems/find-score-of-an-array-after-marking-all-elements,,
array,google,Maximum Beauty of an Array After Applying Operation,M 0.11,https://leetcode.com/problems/maximum-beauty-of-an-array-after-applying-operation,,
array,google,Longest Subarray With Maximum Bitwise AND,M 0.11,https://leetcode.com/problems/longest-subarray-with-maximum-bitwise-and,,
array,google,Queue Reconstruction by Height,M 0.09,https://leetcode.com/problems/queue-reconstruction-by-height,,
array,google,Minimum Falling Path Sum,M 0.09,https://leetcode.com/problems/minimum-falling-path-sum,https://www.youtube.com/watch?v=b_F3mz9l-uQ,https://github.com/neetcode-gh/leetcode/blob/main/python/0931-minimum-falling-path-sum.py
array,google,Combination Sum IV,M 0.09,https://leetcode.com/problems/combination-sum-iv,https://www.youtube.com/watch?v=dw2nMCxG0ik,https://github.com/neetcode-gh/leetcode/blob/main/python/0377-combination-sum-iv.py
array,google,Burst Balloons,H 0.09,https://leetcode.com/problems/burst-balloons,https://www.youtube.com/watch?v=VFskby7lUbw,https://github.com/neetcode-gh/leetcode/blob/main/python/0312-burst-balloons.py
array,google,Maximum Area Rectangle With Point Constraints I,M 0.09,https://leetcode.com/problems/maximum-area-rectangle-with-point-constraints-i,,
array,google,Find a Safe Walk Through a Grid,M 0.09,https://leetcode.com/problems/find-a-safe-walk-through-a-grid,,
array,google,Predict the Winner,M 0.09,https://leetcode.com/problems/predict-the-winner,,
array,google,Maximum Matrix Sum,M 0.09,https://leetcode.com/problems/maximum-matrix-sum,,
array,google,Check if Word Can Be Placed In Crossword,M 0.09,https://leetcode.com/problems/check-if-word-can-be-placed-in-crossword,,
array,google,Sort the Jumbled Numbers,M 0.09,https://leetcode.com/problems/sort-the-jumbled-numbers,,
array,google,Largest Combination With Bitwise AND Greater Than Zero,M 0.09,https://leetcode.com/problems/largest-combination-with-bitwise-and-greater-than-zero,,
array,google,Time Taken to Cross the Door,H 0.09,https://leetcode.com/problems/time-taken-to-cross-the-door,,
array,google,Find the Power of K-Size Subarrays I,M 0.09,https://leetcode.com/problems/find-the-power-of-k-size-subarrays-i,,
array,google,Describe the Painting,M 0.07,https://leetcode.com/problems/describe-the-painting,,
array,google,Maximum Product of Word Lengths,M 0.07,https://leetcode.com/problems/maximum-product-of-word-lengths,,
array,google,Minimum Number of Operations to Make Array Continuous,H 0.07,https://leetcode.com/problems/minimum-number-of-operations-to-make-array-continuous,,
array,google,Remove Boxes,H 0.07,https://leetcode.com/problems/remove-boxes,,
array,google,Maximum Average Pass Ratio,M 0.07,https://leetcode.com/problems/maximum-average-pass-ratio,,
array,google,Jump Game VI,M 0.07,https://leetcode.com/problems/jump-game-vi,,
array,google,Combination Sum III,M 0.07,https://leetcode.com/problems/combination-sum-iii,,
array,google,Sort Transformed Array,M 0.07,https://leetcode.com/problems/sort-transformed-array,,
array,google,Boats to Save People,M 0.07,https://leetcode.com/problems/boats-to-save-people,https://www.youtube.com/watch?v=XbaxWuHIWUs,https://github.com/neetcode-gh/leetcode/blob/main/python/0881-boats-to-save-people.py
array,google,Sender With Largest Word Count,M 0.07,https://leetcode.com/problems/sender-with-largest-word-count,,
array,google,Minimum Obstacle Removal to Reach Corner,H 0.07,https://leetcode.com/problems/minimum-obstacle-removal-to-reach-corner,,
array,google,Count Number of Nice Subarrays,M 0.07,https://leetcode.com/problems/count-number-of-nice-subarrays,,
array,google,Count Special Subsequences,M 0.07,https://leetcode.com/problems/count-special-subsequences,,
array,google,Longest Arithmetic Subsequence of Given Difference,M 0.07,https://leetcode.com/problems/longest-arithmetic-subsequence-of-given-difference,,
array,google,Filling Bookcase Shelves,M 0.07,https://leetcode.com/problems/filling-bookcase-shelves,,
array,google,Continuous Subarrays,M 0.07,https://leetcode.com/problems/continuous-subarrays,,
array,google,Spiral Matrix II,M 0.07,https://leetcode.com/problems/spiral-matrix-ii,,
array,google,Maximum Good Subarray Sum,M 0.07,https://leetcode.com/problems/maximum-good-subarray-sum,,
array,google,Maximum Gap,M 0.07,https://leetcode.com/problems/maximum-gap,,
array,google,UTF-8 Validation,M 0.07,https://leetcode.com/problems/utf-8-validation,,
array,google,Construct Binary Tree from Inorder and Postorder Traversal,M 0.07,https://leetcode.com/problems/construct-binary-tree-from-inorder-and-postorder-traversal,https://www.youtube.com/watch?v=vm63HuIU7kw,https://github.com/neetcode-gh/leetcode/blob/main/python/0106-construct-binary-tree-from-inorder-and-postorder-traversal.py
array,google,Shortest Subarray With OR at Least K II,M 0.07,https://leetcode.com/problems/shortest-subarray-with-or-at-least-k-ii,,
array,google,Minimum Interval to Include Each Query,H 0.07,https://leetcode.com/problems/minimum-interval-to-include-each-query,https://www.youtube.com/watch?v=5hQ5WWW5awQ,https://github.com/neetcode-gh/leetcode/blob/main/python/1851-minimum-interval-to-include-each-query.py
array,google,Nearest Exit from Entrance in Maze,M 0.07,https://leetcode.com/problems/nearest-exit-from-entrance-in-maze,,
array,google,Minimum Moves to Equal Array Elements II,M 0.07,https://leetcode.com/problems/minimum-moves-to-equal-array-elements-ii,,
array,google,Shortest Unsorted Continuous Subarray,M 0.07,https://leetcode.com/problems/shortest-unsorted-continuous-subarray,,
array,google,Create Maximum Number,H 0.06,https://leetcode.com/problems/create-maximum-number,,
array,google,Path with Maximum Probability,M 0.06,https://leetcode.com/problems/path-with-maximum-probability,https://www.youtube.com/watch?v=kPsDTGcrzGM,https://github.com/neetcode-gh/leetcode/blob/main/python/1514-path-with-maximum-probability.py
array,google,Employee Free Time,H 0.06,https://leetcode.com/problems/employee-free-time,,
array,google,RLE Iterator,M 0.06,https://leetcode.com/problems/rle-iterator,,
array,google,Campus Bikes,M 0.06,https://leetcode.com/problems/campus-bikes,,
array,google,Find Original Array From Doubled Array,M 0.06,https://leetcode.com/problems/find-original-array-from-doubled-array,,
array,google,Minimum Time to Visit a Cell In a Grid,H 0.06,https://leetcode.com/problems/minimum-time-to-visit-a-cell-in-a-grid,,
array,google,Restore the Array From Adjacent Pairs,M 0.06,https://leetcode.com/problems/restore-the-array-from-adjacent-pairs,,
array,google,Wiggle Sort,M 0.06,https://leetcode.com/problems/wiggle-sort,https://www.youtube.com/watch?v=vGsyTE4s34w,https://github.com/neetcode-gh/leetcode/blob/main/python/0280-wiggle-sort.py
array,google,Number of Submatrices That Sum to Target,H 0.06,https://leetcode.com/problems/number-of-submatrices-that-sum-to-target,,
array,google,Minimum Operations to Reduce X to Zero,M 0.06,https://leetcode.com/problems/minimum-operations-to-reduce-x-to-zero,,
array,google,Path With Minimum Effort,M 0.06,https://leetcode.com/problems/path-with-minimum-effort,,
array,google,Find And Replace in String,M 0.06,https://leetcode.com/problems/find-and-replace-in-string,,
array,google,Count of Smaller Numbers After Self,H 0.06,https://leetcode.com/problems/count-of-smaller-numbers-after-self,,
array,google,Maximum Subsequence Score,M 0.04,https://leetcode.com/problems/maximum-subsequence-score,,
array,google,Minimum Score Triangulation of Polygon,M 0.04,https://leetcode.com/problems/minimum-score-triangulation-of-polygon,,
array,google,Detect Squares,M 0.04,https://leetcode.com/problems/detect-squares,https://www.youtube.com/watch?v=bahebearrDc,https://github.com/neetcode-gh/leetcode/blob/main/python/2013-detect-squares.py
array,google,Number of Enclaves,M 0.04,https://leetcode.com/problems/number-of-enclaves,,
array,google,Evaluate the Bracket Pairs of a String,M 0.04,https://leetcode.com/problems/evaluate-the-bracket-pairs-of-a-string,,
array,google,Prime Subtraction Operation,M 0.04,https://leetcode.com/problems/prime-subtraction-operation,,
array,google,Maximum Number of Accepted Invitations,M 0.04,https://leetcode.com/problems/maximum-number-of-accepted-invitations,,
array,google,Alternating Groups II,M 0.04,https://leetcode.com/problems/alternating-groups-ii,,
array,google,Hand of Straights,M 0.04,https://leetcode.com/problems/hand-of-straights,https://www.youtube.com/watch?v=amnrMCVd2YI,https://github.com/neetcode-gh/leetcode/blob/main/python/0846-hand-of-straights.py
array,google,Detect Cycles in 2D Grid,M 0.04,https://leetcode.com/problems/detect-cycles-in-2d-grid,,
array,google,Minimum Difference Between Largest and Smallest Value in Three Moves,M 0.04,https://leetcode.com/problems/minimum-difference-between-largest-and-smallest-value-in-three-moves,,
array,google,Contains Duplicate III,H 0.04,https://leetcode.com/problems/contains-duplicate-iii,,
array,google,Subrectangle Queries,M 0.04,https://leetcode.com/problems/subrectangle-queries,,
array,google,Most Beautiful Item for Each Query,M 0.04,https://leetcode.com/problems/most-beautiful-item-for-each-query,,
array,google,Divide Array Into Arrays With Max Difference,M 0.04,https://leetcode.com/problems/divide-array-into-arrays-with-max-difference,,
array,google,Minimum Cost to Make at Least One Valid Path in a Grid,H 0.04,https://leetcode.com/problems/minimum-cost-to-make-at-least-one-valid-path-in-a-grid,,
array,google,Minimum Cost to Convert String I,M 0.04,https://leetcode.com/problems/minimum-cost-to-convert-string-i,,
array,google,Maximum XOR of Two Numbers in an Array,M 0.04,https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array,,
array,google,Count Square Submatrices with All Ones,M 0.04,https://leetcode.com/problems/count-square-submatrices-with-all-ones,,
array,google,Sum of Good Subsequences,H 0.04,https://leetcode.com/problems/sum-of-good-subsequences,,
array,google,Largest Component Size by Common Factor,H 0.04,https://leetcode.com/problems/largest-component-size-by-common-factor,,
array,google,Count Unguarded Cells in the Grid,M 0.04,https://leetcode.com/problems/count-unguarded-cells-in-the-grid,,
array,google,Maximum Frequency of an Element After Performing Operations II,H 0.04,https://leetcode.com/problems/maximum-frequency-of-an-element-after-performing-operations-ii,,
array,google,Sentence Screen Fitting,M 0.04,https://leetcode.com/problems/sentence-screen-fitting,,
array,google,Single Number III,M 0.04,https://leetcode.com/problems/single-number-iii,,
array,google,Stone Game,M 0.04,https://leetcode.com/problems/stone-game,,
array,google,K-th Nearest Obstacle Queries,M 0.04,https://leetcode.com/problems/k-th-nearest-obstacle-queries,,
array,google,Maximum XOR Score Subarray Queries,H 0.04,https://leetcode.com/problems/maximum-xor-score-subarray-queries,,
array,google,Reach End of Array With Max Score,M 0.04,https://leetcode.com/problems/reach-end-of-array-with-max-score,,
array,google,Find Minimum in Rotated Sorted Array II,H 0.04,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array-ii,,
array,google,Spiral Matrix IV,M 0.04,https://leetcode.com/problems/spiral-matrix-iv,,
array,google,The Latest Time to Catch a Bus,M 0.04,https://leetcode.com/problems/the-latest-time-to-catch-a-bus,,
array,google,Equal Row and Column Pairs,M 0.04,https://leetcode.com/problems/equal-row-and-column-pairs,,
array,google,Range Sum Query 2D - Mutable,H 0.04,https://leetcode.com/problems/range-sum-query-2d-mutable,,
array,google,Build a Matrix With Conditions,H 0.04,https://leetcode.com/problems/build-a-matrix-with-conditions,,
array,google,Minimum Division Operations to Make Array Non Decreasing,M 0.04,https://leetcode.com/problems/minimum-division-operations-to-make-array-non-decreasing,,
array,google,Maximum Possible Number by Binary Concatenation,M 0.04,https://leetcode.com/problems/maximum-possible-number-by-binary-concatenation,,
array,google,Maximize Amount After Two Days of Conversions,M 0.04,https://leetcode.com/problems/maximize-amount-after-two-days-of-conversions,,
array,google,Reveal Cards In Increasing Order,M 0.04,https://leetcode.com/problems/reveal-cards-in-increasing-order,,
array,google,Longest Increasing Subsequence II,H 0.04,https://leetcode.com/problems/longest-increasing-subsequence-ii,,
array,google,Maximize Subarray Sum After Removing All Occurrences of One Element,H 0.04,https://leetcode.com/problems/maximize-subarray-sum-after-removing-all-occurrences-of-one-element,,
array,google,Find the Student that Will Replace the Chalk,M 0.04,https://leetcode.com/problems/find-the-student-that-will-replace-the-chalk,,
array,google,Corporate Flight Bookings,M 0.04,https://leetcode.com/problems/corporate-flight-bookings,,
array,google,4Sum II,M 0.04,https://leetcode.com/problems/4sum-ii,,
array,google,Maximum Length of Pair Chain,M 0.04,https://leetcode.com/problems/maximum-length-of-pair-chain,,
array,google,24 Game,H 0.04,https://leetcode.com/problems/24-game,,
array,google,Cherry Pickup,H 0.04,https://leetcode.com/problems/cherry-pickup,,
array,grammarly,Merge Intervals,M 4.84,https://leetcode.com/problems/merge-intervals,t,h
array,grammarly,Search in Rotated Sorted Array,M 1.44,https://leetcode.com/problems/search-in-rotated-sorted-array,https://www.youtube.com/watch?v=U8XENwh8Oy8,https://github.com/neetcode-gh/leetcode/blob/main/python/0033-search-in-rotated-sorted-array.py
array,grammarly,Word Break II,H 0.67,https://leetcode.com/problems/word-break-ii,,
array,grammarly,Vowel Spellchecker,M 0.06,https://leetcode.com/problems/vowel-spellchecker,,
array,ibm,Merge Intervals,M 4.84,https://leetcode.com/problems/merge-intervals,t,h
array,ibm,Spiral Matrix,M 1.98,https://leetcode.com/problems/spiral-matrix,https://www.youtube.com/watch?v=BJnMZNwUk1M,https://github.com/neetcode-gh/leetcode/blob/main/python/0054-spiral-matrix.py
array,ibm,Rotate Image,M 1.64,https://leetcode.com/problems/rotate-image,https://www.youtube.com/watch?v=fMSJSS7eO1w,https://github.com/neetcode-gh/leetcode/blob/main/python/0048-rotate-image.py
array,ibm,Longest Consecutive Sequence,M 1.51,https://leetcode.com/problems/longest-consecutive-sequence,https://www.youtube.com/watch?v=P6RZZMu_maU,https://github.com/neetcode-gh/leetcode/blob/main/python/0128-longest-consecutive-sequence.py
array,ibm,Minimum Moves to Equal Array Elements,M 0.24,https://leetcode.com/problems/minimum-moves-to-equal-array-elements,,
array,ibm,Minimum Operations to Make All Array Elements Equal,M 0.19,https://leetcode.com/problems/minimum-operations-to-make-all-array-elements-equal,,
array,ibm,Maximum Sum of Distinct Subarrays With Length K,M 0.17,https://leetcode.com/problems/maximum-sum-of-distinct-subarrays-with-length-k,,
array,ibm,Count Vowel Strings in Ranges,M 0.15,https://leetcode.com/problems/count-vowel-strings-in-ranges,,
array,ibm,Divide Intervals Into Minimum Number of Groups,M 0.13,https://leetcode.com/problems/divide-intervals-into-minimum-number-of-groups,,
array,ibm,Rearrange Array to Maximize Prefix Score,M 0.07,https://leetcode.com/problems/rearrange-array-to-maximize-prefix-score,,
array,ibm,Count Ways to Group Overlapping Ranges,M 0.07,https://leetcode.com/problems/count-ways-to-group-overlapping-ranges,,
array,ibm,Report Spam Message,M 0.06,https://leetcode.com/problems/report-spam-message,,
array,ibm,Smallest Missing Non-negative Integer After Operations,M 0.04,https://leetcode.com/problems/smallest-missing-non-negative-integer-after-operations,,
array,infosys,Subarray Sum Equals K,M 2.67,https://leetcode.com/problems/subarray-sum-equals-k,https://www.youtube.com/watch?v=fFVZt-6sgyo,https://github.com/neetcode-gh/leetcode/blob/main/python/0560-subarray-sum-equals-k.py
array,infosys,Maximum Subarray,M 2.09,https://leetcode.com/problems/maximum-subarray,https://www.youtube.com/watch?v=5WZl3MMT0Eg,https://github.com/neetcode-gh/leetcode/blob/main/python/0053-maximum-subarray.py
array,infosys,Rotate Image,M 1.64,https://leetcode.com/problems/rotate-image,https://www.youtube.com/watch?v=fMSJSS7eO1w,https://github.com/neetcode-gh/leetcode/blob/main/python/0048-rotate-image.py
array,infosys,Product of Array Except Self,M 1.36,https://leetcode.com/problems/product-of-array-except-self,https://www.youtube.com/watch?v=bNvIQI2wAjk,https://github.com/neetcode-gh/leetcode/blob/main/python/0238-product-of-array-except-self.py
array,infosys,Coin Change,M 1.12,https://leetcode.com/problems/coin-change,https://www.youtube.com/watch?v=H9bfqozjoqs,https://github.com/neetcode-gh/leetcode/blob/main/python/0322-coin-change.py
array,infosys,Best Time to Buy and Sell Stock II,M 0.92,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-ii,t,h
array,infosys,Find Building Where Alice and Bob Can Meet,H 0.09,https://leetcode.com/problems/find-building-where-alice-and-bob-can-meet,,
array,intuit,Group Anagrams,M 3.18,https://leetcode.com/problems/group-anagrams,https://www.youtube.com/watch?v=vzdNOK2oB2E,https://github.com/neetcode-gh/leetcode/blob/main/python/0049-group-anagrams.py
array,intuit,Top K Frequent Elements,M 2.80,https://leetcode.com/problems/top-k-frequent-elements,https://www.youtube.com/watch?v=YPTqKIgVk-k,https://github.com/neetcode-gh/leetcode/blob/main/python/0347-top-k-frequent-elements.py
array,intuit,Spiral Matrix,M 1.98,https://leetcode.com/problems/spiral-matrix,https://www.youtube.com/watch?v=BJnMZNwUk1M,https://github.com/neetcode-gh/leetcode/blob/main/python/0054-spiral-matrix.py
array,intuit,Rotting Oranges,M 1.46,https://leetcode.com/problems/rotting-oranges,https://www.youtube.com/watch?v=y704fEOx0s0,https://github.com/neetcode-gh/leetcode/blob/main/python/0994-rotting-oranges.py
array,intuit,Word Break,M 1.33,https://leetcode.com/problems/word-break,https://www.youtube.com/watch?v=Sx9NNgInc3A,https://github.com/neetcode-gh/leetcode/blob/main/python/0139-word-break.py
array,intuit,Design Circular Queue,M 0.47,https://leetcode.com/problems/design-circular-queue,https://www.youtube.com/watch?v=aBbsfn863oA,https://github.com/neetcode-gh/leetcode/blob/main/python/0622-design-circular-queue.py
array,linkedin,Number of Islands,M 4.95,https://leetcode.com/problems/number-of-islands,https://www.youtube.com/watch?v=pV2kpPD66nE,https://github.com/neetcode-gh/leetcode/blob/main/python/0200-number-of-islands.py
array,linkedin,Maximum Subarray,M 2.09,https://leetcode.com/problems/maximum-subarray,https://www.youtube.com/watch?v=5WZl3MMT0Eg,https://github.com/neetcode-gh/leetcode/blob/main/python/0053-maximum-subarray.py
array,linkedin,Max Consecutive Ones III,M 1.76,https://leetcode.com/problems/max-consecutive-ones-iii,,
array,linkedin,Search in Rotated Sorted Array,M 1.44,https://leetcode.com/problems/search-in-rotated-sorted-array,https://www.youtube.com/watch?v=U8XENwh8Oy8,https://github.com/neetcode-gh/leetcode/blob/main/python/0033-search-in-rotated-sorted-array.py
array,linkedin,Find First and Last Position of Element in Sorted Array,M 1.44,https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array,t,h
array,linkedin,Word Break,M 1.33,https://leetcode.com/problems/word-break,https://www.youtube.com/watch?v=Sx9NNgInc3A,https://github.com/neetcode-gh/leetcode/blob/main/python/0139-word-break.py
array,linkedin,Find K Closest Elements,M 0.92,https://leetcode.com/problems/find-k-closest-elements,https://www.youtube.com/watch?v=o-YDQzHoaKM,https://github.com/neetcode-gh/leetcode/blob/main/python/0658-find-k-closest-elements.py
array,linkedin,Maximum Product Subarray,M 0.69,https://leetcode.com/problems/maximum-product-subarray,https://www.youtube.com/watch?v=lXVy6YWFcRM,https://github.com/neetcode-gh/leetcode/blob/main/python/0152-maximum-product-subarray.py
array,linkedin,Permutations,M 0.64,https://leetcode.com/problems/permutations,https://www.youtube.com/watch?v=s7AvT7cGdSo,https://github.com/neetcode-gh/leetcode/blob/main/python/0046-permutations.py
array,linkedin,Combination Sum II,M 0.58,https://leetcode.com/problems/combination-sum-ii,https://www.youtube.com/watch?v=rSA3t6BDDwg,https://github.com/neetcode-gh/leetcode/blob/main/python/0040-combination-sum-ii.py
array,linkedin,13 Find K Pairs with Smallest Sums,M 0.15,https://leetcode.com/problems/find-k-pairs-with-smallest-sums,,
array,linkedin,Shortest Word Distance II,M 0.11,https://leetcode.com/problems/shortest-word-distance-ii,,
array,linkedin,Shuffle an Array,M 0.11,https://leetcode.com/problems/shuffle-an-array,,
array,linkedin,Paint House,M 0.09,https://leetcode.com/problems/paint-house,,
array,linkedin,Partition to K Equal Sum Subsets,M 0.09,https://leetcode.com/problems/partition-to-k-equal-sum-subsets,https://www.youtube.com/watch?v=mBk4I0X46oI,https://github.com/neetcode-gh/leetcode/blob/main/python/0698-partition-to-k-equal-sum-subsets.py
array,linkedin,Permutations II,M 0.07,https://leetcode.com/problems/permutations-ii,https://www.youtube.com/watch?v=qhBVWf0YafA,https://github.com/neetcode-gh/leetcode/blob/main/python/0047-permutations-ii.py
array,linkedin,Sort Transformed Array,M 0.07,https://leetcode.com/problems/sort-transformed-array,,
array,linkedin,Valid Triangle Number,M 0.04,https://leetcode.com/problems/valid-triangle-number,,
array,lyft,Rotting Oranges,M 1.46,https://leetcode.com/problems/rotting-oranges,https://www.youtube.com/watch?v=y704fEOx0s0,https://github.com/neetcode-gh/leetcode/blob/main/python/0994-rotting-oranges.py
array,lyft,Read N Characters Given read4 II - Call Multiple Times,H 0.07,https://leetcode.com/problems/read-n-characters-given-read4-ii-call-multiple-times,,
array,microsoft,Number of Islands,M 4.95,https://leetcode.com/problems/number-of-islands,https://www.youtube.com/watch?v=pV2kpPD66nE,https://github.com/neetcode-gh/leetcode/blob/main/python/0200-number-of-islands.py
array,microsoft,Merge Intervals,M 4.84,https://leetcode.com/problems/merge-intervals,t,h
array,microsoft,Trapping Rain Water,H 3.91,https://leetcode.com/problems/trapping-rain-water,https://www.youtube.com/watch?v=ZI2z5pq0TqA,https://github.com/neetcode-gh/leetcode/blob/main/python/0042-trapping-rain-water.py
array,microsoft,Kth Largest Element in an Array,M 3.81,https://leetcode.com/problems/kth-largest-element-in-an-array,https://www.youtube.com/watch?v=XEmy13g1Qxc,https://github.com/neetcode-gh/leetcode/blob/main/python/0215-kth-largest-element-in-an-array.py
array,microsoft,Group Anagrams,M 3.18,https://leetcode.com/problems/group-anagrams,https://www.youtube.com/watch?v=vzdNOK2oB2E,https://github.com/neetcode-gh/leetcode/blob/main/python/0049-group-anagrams.py
array,microsoft,Find Peak Element,M 2.86,https://leetcode.com/problems/find-peak-element,https://www.youtube.com/watch?v=kMzJy9es7Hc,https://github.com/neetcode-gh/leetcode/blob/main/python/0162-find-peak-element.py
array,microsoft,Random Pick with Weight,M 2.86,https://leetcode.com/problems/random-pick-with-weight,,
array,microsoft,Top K Frequent Elements,M 2.80,https://leetcode.com/problems/top-k-frequent-elements,https://www.youtube.com/watch?v=YPTqKIgVk-k,https://github.com/neetcode-gh/leetcode/blob/main/python/0347-top-k-frequent-elements.py
array,microsoft,Subarray Sum Equals K,M 2.67,https://leetcode.com/problems/subarray-sum-equals-k,https://www.youtube.com/watch?v=fFVZt-6sgyo,https://github.com/neetcode-gh/leetcode/blob/main/python/0560-subarray-sum-equals-k.py
array,microsoft,3Sum,M 2.19,https://leetcode.com/problems/3sum,https://www.youtube.com/watch?v=jzZsG8n2R9A,https://github.com/neetcode-gh/leetcode/blob/main/python/0015-3sum.py
array,microsoft,Meeting Rooms II,M 2.13,https://leetcode.com/problems/meeting-rooms-ii,https://www.youtube.com/watch?v=FdzJmTCVyJU,https://github.com/neetcode-gh/leetcode/blob/main/python/0253-meeting-rooms-ii.py
array,microsoft,Maximum Subarray,M 2.09,https://leetcode.com/problems/maximum-subarray,https://www.youtube.com/watch?v=5WZl3MMT0Eg,https://github.com/neetcode-gh/leetcode/blob/main/python/0053-maximum-subarray.py
array,microsoft,House Robber,M 2.04,https://leetcode.com/problems/house-robber,https://www.youtube.com/watch?v=73r3KWiEvyk,https://github.com/neetcode-gh/leetcode/blob/main/python/0198-house-robber.py
array,microsoft,Median of Two Sorted Arrays,H 2.00,https://leetcode.com/problems/median-of-two-sorted-arrays,https://www.youtube.com/watch?v=q6IEA26hvXc,https://github.com/neetcode-gh/leetcode/blob/main/python/0004-median-of-two-sorted-arrays.py
array,microsoft,Spiral Matrix,M 1.98,https://leetcode.com/problems/spiral-matrix,https://www.youtube.com/watch?v=BJnMZNwUk1M,https://github.com/neetcode-gh/leetcode/blob/main/python/0054-spiral-matrix.py
array,microsoft,Koko Eating Bananas,M 1.81,https://leetcode.com/problems/koko-eating-bananas,https://www.youtube.com/watch?v=U2SozAs9RzA,https://github.com/neetcode-gh/leetcode/blob/main/python/0875-koko-eating-bananas.py
array,microsoft,Jump Game,M 1.79,https://leetcode.com/problems/jump-game,https://www.youtube.com/watch?v=Yan0cv2cLy8,https://github.com/neetcode-gh/leetcode/blob/main/python/0055-jump-game.py
array,microsoft,Max Consecutive Ones III,M 1.76,https://leetcode.com/problems/max-consecutive-ones-iii,,
array,microsoft,Next Permutation,M 1.74,https://leetcode.com/problems/next-permutation,,
array,microsoft,Rotate Image,M 1.64,https://leetcode.com/problems/rotate-image,https://www.youtube.com/watch?v=fMSJSS7eO1w,https://github.com/neetcode-gh/leetcode/blob/main/python/0048-rotate-image.py
array,microsoft,Longest Consecutive Sequence,M 1.51,https://leetcode.com/problems/longest-consecutive-sequence,https://www.youtube.com/watch?v=P6RZZMu_maU,https://github.com/neetcode-gh/leetcode/blob/main/python/0128-longest-consecutive-sequence.py
array,microsoft,Container With Most Water,M 1.48,https://leetcode.com/problems/container-with-most-water,https://www.youtube.com/watch?v=UuiTKBwPgAo,https://github.com/neetcode-gh/leetcode/blob/main/python/0011-container-with-most-water.py
array,microsoft,Word Search,M 1.46,https://leetcode.com/problems/word-search,https://www.youtube.com/watch?v=pfiQ_PS1g8E,https://github.com/neetcode-gh/leetcode/blob/main/python/0079-word-search.py
array,microsoft,Rotting Oranges,M 1.46,https://leetcode.com/problems/rotting-oranges,https://www.youtube.com/watch?v=y704fEOx0s0,https://github.com/neetcode-gh/leetcode/blob/main/python/0994-rotting-oranges.py
